Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"At 11:50 a.m. on July 3, 2016, an office assistant stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one on each side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both employees used their respective gloves.",1,IHM_Stefanini,Others,Employee,Uncategorized
An employee was walking down the stairs at a patient's home and fell down the stairs breaking their right ankle.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 8:40 a.m. on January 26, 2017, a warehouse associate felt a mild strain in the shoulder after manually shifting a light toolbox onto a bench. The employee was advised on lifting technique and reported no lasting discomfort.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on September 26, 2017, a storekeeper caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb.",0,IHM_Stefanini,Others,Employee,Line of Fire
"At 5:05 p.m. on March 12, 2017, a storekeeper lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.",0,IHM_Stefanini,Others,Employee,Line of Fire
"At 11:50 a.m. on November 21, 2017, a contractor's helper noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on July 21, 2017, an operator had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"On or about 6/6/16, at approximately 10:30 AM, an employee was using the stairway between the first and second floors when she tripped and struck her head on the hand rail and then on the top step. She suffered a concussion and was hospitalized.",1,OSHA_SIR,Others,Employee,Uncategorized
"At approximately 12:45 p.m. on August 28, 2016, Employee #1, a cashier, was working at a retail store. Her boyfriend walked in and shot and killed her. her.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 1:20 p.m. on February 26, 2016, a housekeeping attendant noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"In the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the MT-32 scoop lip, with Oxicorte equipment, the injured feels a discomfort in both eyes. At the time of the accident the collaborator made use of his full Epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",1,IHM_Stefanini,Others,Employee,Line of Fire
"Mr. Jesus operator of the concrete throwing team (alpha N ° 18) was shooting shotcrete in the Cx work. 001 Nv. 1710 OB1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 Cm x 53 Cm of ¼ inch of thickness approximately 15 Kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.",1,IHM_Stefanini,Others,Employee,Uncategorized
"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .",1,IHM_Stefanini,Others,Employee,Hazardous Materials
"After having carried out the mechanized support with the Scissor # 200, the heavy equipment operator picks up the water supply hose towards the drum of the equipment and, while He was heading towards the cabin of the Scissor on the way on a piece of rock - 10 cm high approx. - which displaces by sliding his right foot causing the injury described.",0,IHM_Stefanini,Others,Employee,Uncategorized
"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",1,IHM_Stefanini,Others,Employee,Working at Heights
"An employee was fixing the automated 5-gallon bottling machine that had an empty bottle jam. When the jam was fixed, the machine activated and pinned the employee's legs between the robotic arm and the bottle racks. The employee sustained fractures to both tibias.",1,OSHA_SIR,Others,Employee,Uncategorized
"The accident occurred at the time an employee of the partner company SF carried out unloading operation of bladder bags. By cutting the bag for charging of the boom into the silo truck's delivery mouth, the inner plastic bag surrounding the contents abruptly dropped and a large amount of material fell onto the cone (funnel). The cone fell over and the injured man stood with his leg pressed between him and the body guard of the scaffold. There was external medical attention and it was verified that there was no fracture",1,IHM_Stefanini,Others,Employee,Safe Mechanical Lifting
"At 10:30 a.m. on July 17, 2017, a housekeeping attendant experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on September 3, 2016, a housekeeping attendant pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At the end of lunch in an enabled place on the side of the winche control room. He gets up and after a short walk he slips and sits with the floor and making contact with the left knee and not taking importance in the rest of the guard, when the guard is finished, he goes to safety and communicates the fact, for which reason it is derived Natclar, for your attention.",0,IHM_Stefanini,Others,Employee,Uncategorized
