Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"At 1:20 p.m. on April 17, 2017, a maintenance technician found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on April 26, 2017, a workshop helper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on January 21, 2016, Employee #1 tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on January 3, 2017, a housekeeping attendant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on February 12, 2017, a maintenance technician noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on October 21, 2016, an operator noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on November 8, 2017, an office assistant observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on December 21, 2017, a housekeeping attendant slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on June 26, 2016, a workshop helper slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on October 8, 2016, a maintenance technician slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on April 8, 2016, a warehouse associate lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on June 12, 2016, an operator observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on February 21, 2016, an operator found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on June 8, 2016, a warehouse associate had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on January 21, 2016, Employee #1 felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on December 21, 2017, an office assistant pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on April 17, 2017, Employee #1 noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on August 3, 2016, a contractor's helper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on January 26, 2016, a warehouse associate lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on November 3, 2017, a storekeeper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on December 17, 2017, a contractor's helper slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on July 21, 2016, an employee tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on September 12, 2017, Employee #1 carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on June 3, 2017, a contractor's helper was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on December 17, 2016, an operator reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on February 21, 2016, a workshop helper experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on March 3, 2017, a housekeeping attendant had a plastic hand tool fall from a bench onto their boot from a height of about 30 centimetres. Safety footwear prevented any injury. The bench edge guard was refitted. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
